match_id,season,start_date,venue,innings,ball,batting_team,bowling_team,striker,non_striker,bowler,runs_off_bat,extras,wides,noballs,byes,legbyes,penalty,wicket_type,player_dismissed,other_wicket_type,other_player_dismissed
1455613,2025/26,2025-12-17,Adelaide Oval,1,0.1,Australia,England,TM Head,J Weatherald,JC Archer,0,0,,,,,,,,,
1455613,2025/26,2025-12-17,Adelaide Oval,1,0.2,Australia,England,TM Head,J Weatherald,JC Archer,0,0,,,,,,,,,
1455613,2025/26,2025-12-17,Adelaide Oval,1,0.3,Australia,England,TM Head,J Weatherald,JC Archer,1,0,,,,,,,,,
1455613,2025/26,2025-12-17,Adelaide Oval,1,0.4,Australia,England,J Weatherald,TM Head,JC Archer,0,0,,,,,,,,,
1455613,2025/26,2025-12-17,Adelaide Oval,1,0.5,Australia,England,J Weatherald,TM Head,JC Archer,0,0,,,,,,,,,
1455613,2025/26,2025-12-17,Adelaide Oval,1,0.6,Australia,England,J Weatherald,TM Head,JC Archer,0,0,,,,,,,,,
1455613,2025/26,2025-12-17,Adelaide Oval,1,1.1,Australia,England,TM Head,J Weatherald,BA Carse,0,0,,,,,,,,,
1455613,2025/26,2025-12-17,Adelaide Oval,1,1.2,Australia,England,TM Head,J Weatherald,BA Carse,1,0,,,,,,,,,
1455613,2025/26,2025-12-17,Adelaide Oval,1,1.3,Australia,England,J Weatherald,TM Head,BA Carse,0,0,,,,,,,,,
1455613,2025/26,2025-12-17,Adelaide Oval,1,1.4,Australia,England,J Weatherald,TM Head,BA Carse,0,0,,,,,,,,,
1455613,2025/26,2025-12-17,Adelaide Oval,1,1.5,Australia,England,J Weatherald,TM Head,BA Carse,0,1,,1,,,,,,,
1455613,2025/26,2025-12-17,Adelaide Oval,1,1.6,Australia,England,J Weatherald,TM Head,BA Carse,4,0,,,,,,,,,
1455613,2025/26,2025-12-17,Adelaide Oval,1,1.7,Australia,England,J Weatherald,TM Head,BA Carse,0,0,,,,,,,,,
1455613,2025/26,2025-12-17,Adelaide Oval,1,2.1,Australia,England,TM Head,J Weatherald,JC Archer,0,0,,,,,,,,,
1455613,2025/26,2025-12-17,Adelaide Oval,1,2.2,Australia,England,TM Head,J Weatherald,JC Archer,1,0,,,,,,,,,
1455613,2025/26,2025-12-17,Adelaide Oval,1,2.3,Australia,England,J Weatherald,TM Head,JC Archer,0,1,,,,1,,,,,
1455613,2025/26,2025-12-17,Adelaide Oval,1,2.4,Australia,England,TM Head,J Weatherald,JC Archer,1,0,,,,,,,,,
1455613,2025/26,2025-12-17,Adelaide Oval,1,2.5,Australia,England,J Weatherald,TM Head,JC Archer,0,0,,,,,,,,,
1455613,2025/26,2025-12-17,Adelaide Oval,1,2.6,Australia,England,J Weatherald,TM Head,JC Archer,0,0,,,,,,,,,
1455613,2025/26,2025-12-17,Adelaide Oval,1,3.1,Australia,England,TM Head,J Weatherald,BA Carse,0,0,,,,,,,,,
1455613,2025/26,2025-12-17,Adelaide Oval,1,3.2,Australia,England,TM Head,J Weatherald,BA Carse,0,0,,,,,,,,,
1455613,2025/26,2025-12-17,Adelaide Oval,1,3.3,Australia,England,TM Head,J Weatherald,BA Carse,4,0,,,,,,,,,
1455613,2025/26,2025-12-17,Adelaide Oval,1,3.4,Australia,England,TM Head,J Weatherald,BA Carse,0,0,,,,,,,,,
1455613,2025/26,2025-12-17,Adelaide Oval,1,3.5,Australia,England,TM Head,J Weatherald,BA Carse,0,1,,1,,,,,,,
1455613,2025/26,2025-12-17,Adelaide Oval,1,3.6,Australia,England,TM Head,J Weatherald,BA Carse,0,0,,,,,,,,,
1455613,2025/26,2025-12-17,Adelaide Oval,1,3.7,Australia,England,TM Head,J Weatherald,BA Carse,0,0,,,,,,,,,
1455613,2025/26,2025-12-17,Adelaide Oval,1,4.1,Australia,England,J Weatherald,TM Head,JC Archer,0,0,,,,,,,,,
1455613,2025/26,2025-12-17,Adelaide Oval,1,4.2,Australia,England,J Weatherald,TM Head,JC Archer,0,0,,,,,,,,,
1455613,2025/26,2025-12-17,Adelaide Oval,1,4.3,Australia,England,J Weatherald,TM Head,JC Archer,1,0,,,,,,,,,
1455613,2025/26,2025-12-17,Adelaide Oval,1,4.4,Australia,England,TM Head,J Weatherald,JC Archer,0,0,,,,,,,,,
1455613,2025/26,2025-12-17,Adelaide Oval,1,4.5,Australia,England,TM Head,J Weatherald,JC Archer,0,0,,,,,,,,,
1455613,2025/26,2025-12-17,Adelaide Oval,1,4.6,Australia,England,TM Head,J Weatherald,JC Archer,0,0,,,,,,,,,
1455613,2025/26,2025-12-17,Adelaide Oval,1,5.1,Australia,England,J Weatherald,TM Head,BA Carse,0,0,,,,,,,,,
1455613,2025/26,2025-12-17,Adelaide Oval,1,5.2,Australia,England,J Weatherald,TM Head,BA Carse,4,0,,,,,,,,,
1455613,2025/26,2025-12-17,Adelaide Oval,1,5.3,Australia,England,J Weatherald,TM Head,BA Carse,4,0,,,,,,,,,
1455613,2025/26,2025-12-17,Adelaide Oval,1,5.4,Australia,England,J Weatherald,TM Head,BA Carse,0,0,,,,,,,,,
1455613,2025/26,2025-12-17,Adelaide Oval,1,5.5,Australia,England,J Weatherald,TM Head,BA Carse,0,1,,1,,,,,,,
1455613,2025/26,2025-12-17,Adelaide Oval,1,5.6,Australia,England,J Weatherald,TM Head,BA Carse,0,0,,,,,,,,,
1455613,2025/26,2025-12-17,Adelaide Oval,1,5.7,Australia,England,J Weatherald,TM Head,BA Carse,4,0,,,,,,,,,
1455613,2025/26,2025-12-17,Adelaide Oval,1,6.1,Australia,England,TM Head,J Weatherald,JC Archer,0,0,,,,,,,,,
1455613,2025/26,2025-12-17,Adelaide Oval,1,6.2,Australia,England,TM Head,J Weatherald,JC Archer,0,0,,,,,,,,,
1455613,2025/26,2025-12-17,Adelaide Oval,1,6.3,Australia,England,TM Head,J Weatherald,JC Archer,0,0,,,,,,,,,
1455613,2025/26,2025-12-17,Adelaide Oval,1,6.4,Australia,England,TM Head,J Weatherald,JC Archer,0,0,,,,,,,,,
1455613,2025/26,2025-12-17,Adelaide Oval,1,6.5,Australia,England,TM Head,J Weatherald,JC Archer,0,0,,,,,,,,,
1455613,2025/26,2025-12-17,Adelaide Oval,1,6.6,Australia,England,TM Head,J Weatherald,JC Archer,0,0,,,,,,,,,
1455613,2025/26,2025-12-17,Adelaide Oval,1,7.1,Australia,England,J Weatherald,TM Head,BA Carse,0,0,,,,,,,,,
1455613,2025/26,2025-12-17,Adelaide Oval,1,7.2,Australia,England,J Weatherald,TM Head,BA Carse,0,0,,,,,,,,,
